ta_context,ta_question,ta_answer_text,en_context,en_question,en_answer_text,answer_start
"1539 ஆம் ஆண்டில் எட்டாம் ஹென்றி நேரடி அரச கட்டுப்பாட்டை ஏற்றார் மற்றும் 1540 ஆம் ஆண்டில் சாசனத்தின் மூலம் ஒரு தேவாலயத்தின் அந்தஸ்தை வழங்கினார், அதே நேரத்தில் வெஸ்ட்மின்ஸ்டர் மறைமாவட்டத்தை நிறுவுவதற்கான கடிதக் காப்புரிமையையும் வழங்கினார்.",எட்டாம் ஹென்றி எப்போது நேரடியான அரச கட்டுப்பாட்டைப் பெற்றார்?,1539,"Henry VIII assumed direct royal control in 1539 and granted the abbey the status of a cathedral by charter in 1540, simultaneously issuing letters patent establishing the Diocese of Westminster. By granting the abbey cathedral status Henry VIII gained an excuse to spare it from the destruction or dissolution which he inflicted on most English abbeys during this period.",When did Henry VIII take direct royal control?,1539,0
"1550 ஆம் ஆண்டில் வெஸ்ட்மின்ஸ்டர் மறைமாவட்டம் கலைக்கப்பட்டது, ஆனால் 1552 ஆம் ஆண்டில் லண்டன் மறைமாவட்டத்தின் இரண்டாவது தேவாலயமாக மடாலயம் அங்கீகரிக்கப்பட்டது (1550 ஆம் ஆண்டில் பின்னோக்கிச் சென்று).",வெஸ்ட்மின்ஸ்டர் திருச்சபை எப்போது கலைக்கப்பட்டது?,1550,"Westminster diocese was dissolved in 1550, but the abbey was recognised (in 1552, retroactively to 1550) as a second cathedral of the Diocese of London until 1556. The already-old expression ""robbing Peter to pay Paul"" may have been given a new lease of life when money meant for the abbey, which is dedicated to Saint Peter, was diverted to the treasury of St Paul's Cathedral.",When was Westminster Diocese dissolved?,1550,0
"தேவாலயத்தின் இரண்டு மேற்கத்திய கோபுரங்கள் 1722 முதல் 1745 வரை நிக்கோலஸ் ஹாக்மூர் என்பவரால் கட்டப்பட்டன, இது போர்ட்லந்து கல்லில் இருந்து கோதிக் மறுமலர்ச்சிக்கு ஒரு ஆரம்ப எடுத்துக்காட்டாக கட்டப்பட்டது. பல்வேறு கல்லறைகள் வெஸ்ட்மின்ஸ்டர் தேவாலயத்தின் சுவர்களுக்கும் தரைகளுக்கும் புர்பெக் பளிங்கு பயன்படுத்தப்பட்டது, இருப்பினும் பல்வேறு வகையான பளிங்குகளால் செய்யப்பட்டன. மேலும் மறுகட்டுமானமும் மறுசீரமைப்பும் 19 ஆம் நூற்றாண்டில் சர் ஜார்ஜ் கில்பர்ட் ஸ்காட்டின் கீழ் நடந்தது.",மேற்குக் கோபுரங்கள் எப்போது கட்டப்பட்டன?,1722 முதல் 1745 வரை,"The abbey's two western towers were built between 1722 and 1745 by Nicholas Hawksmoor, constructed from Portland stone to an early example of a Gothic Revival design. Purbeck marble was used for the walls and the floors of Westminster Abbey, even though the various tombstones are made of different types of marble. Further rebuilding and restoration occurred in the 19th century under Sir George Gilbert Scott.",When were the western towers built?,between 1722 and 1745,42
"RCAF மற்றும் கூட்டு பணிக்குழு (வடக்கு) (JTFN) ஆகியவை கனடாவின் வடக்கு பிராந்தியம் முழுவதும் பல்வேறு இடங்களில் முன்னோக்கி இயக்கும் இடங்களின் சங்கிலியை பராமரிக்கின்றன, ஒவ்வொன்றும் போர் நடவடிக்கைகளுக்கு ஆதரவளிக்கும் திறன் கொண்டவை. CF-18 ஸ்குவாட்ரான்களின் கூறுகள் அவ்வப்போது இந்த விமான நிலையங்களுக்கு குறுகிய பயிற்சி பயிற்சிகள் அல்லது ஆர்க்டிக் இறையாண்மை ரோந்துகளுக்கு பயன்படுத்தப்படுகின்றன.",ஜே. டி. எஃப். என் என்றால் என்ன?,கூட்டு பணிக்குழு (வடக்கு),"The RCAF and Joint Task Force (North) (JTFN) also maintain at various points throughout Canada's northern region a chain of forward operating locations, each capable of supporting fighter operations. Elements of CF-18 squadrons periodically deploy to these airports for short training exercises or Arctic sovereignty patrols.",What does JTFN stand for?,Joint Task Force (North),13
"கனேடிய கூட்டு நடவடிக்கை கட்டளை கனடா கட்டளை, கனேடிய அதிரடிப்படை கட்டளை மற்றும் கனேடிய செயல்பாட்டு ஆதரவு கட்டளை ஆகியவற்றை இணைத்து அக்டோபர் 2012 இல் நிறுவப்பட்ட ஒரு செயல்பாட்டு கூறுபாடாகும். புதிய கட்டளை, 2012 கூட்டாட்சி வரவு செலவுத் திட்டத்தில் செலவுக் குறைப்பு நடவடிக்கைகளுக்கு பிரதிபலிப்பாக உருவாக்கப்பட்டது, ஒரே தலைமையகத்தின் கீழ் மூன்று முன்னாள் கட்டளைகள் வளங்கள், பாத்திரங்கள் மற்றும் பொறுப்புகளை இணைக்கிறது.",கனடா கூட்டு நடவடிக்கை கட்டளை எப்போது நிறுவப்பட்டது?,அக்டோபர் 2012,"The Canadian Joint Operations Command is an operational element established in October 2012 with the merger of Canada Command, the Canadian Expeditionary Force Command and the Canadian Operational Support Command. The new command, created as a response to the cost-cutting measures in the 2012 federal budget, combines the resources, roles and responsibilities of the three former commands under a single headquarters.",When was the Canadian Joint Operations Command established?,October 2012,128
1990களில் ரஷ்ய ஓவியர் செர்ஜி பியோடோரோவ் (Sergei Fyodorov) என்பவர் வரைந்த இரண்டு உருவப்படங்கள் மடாலயத்தில் தூக்கிலிடப்பட்டன. 1997 செப்டம்பர் 6 இல் வேல்ஸ் இளவரசி டயானாவின் இறுதிச் சடங்கு மடாலயத்தில் நடைபெற்றது. 2010 செப்டம்பர் 17 அன்று போப் பெனடிக்ட் XVI மடாலயத்தில் காலடி வைத்த முதல் போப் ஆனார்.,1990களில் மடாலயத்தில் தொங்கவிடப்பட்டிருந்த உருவப் படங்களை யார் வரைந்தார்கள்?,செர்ஜி பியோடோரோவ்,"In the 1990s two icons by the Russian icon painter Sergei Fyodorov were hung in the abbey. On 6 September 1997 the funeral of Diana, Princess of Wales, was held at the Abbey. On 17 September 2010 Pope Benedict XVI became the first pope to set foot in the abbey.",Who painted the icons hung in the abbey in the 1990s?,Sergei Fyodorov,22
"thumb | right | 200px | 200px | கனடாவின் ஆயுதப் படைகள் மொத்தமாக சுமார் 50,000 முதன்மை மற்றும் துணை ஆயுதப் படைகளைக் கொண்டுள்ளன அவை தேசிய அவசர நிலை அல்லது அச்சுறுத்தல் காலங்களில் அழைக்கப்படலாம். கனடாவின் ஆயுதப் படைகள் கையிருப்பு படைகளின் பாகங்கள் மற்றும் துணைக் கூறுகளுக்கு முன்னுரிமை வரிசைஃ",ரிசர்வ் படையை எப்போது அழைக்க முடியும்?,தேசிய அவசர நிலை அல்லது அச்சுறுத்தல் காலங்களில்,"The Canadian Armed Forces have a total reserve force of approximately 50,000 primary and supplementary that can be called upon in times of national emergency or threat. For the components and sub-components of the Canadian Armed Forces Reserve Force, the order of precedence follows:",When can the reserve force be called upon?,in times of national emergency or threat,130
"பின்னர் இது பிரித்தானியாவின் மிக முக்கியமான கௌரவங்களில் ஒன்றாக ஆனது. 1657 ஆம் ஆண்டில் கடற்படை தளபதி ராபர்ட் பிளேக் அடக்கம் செய்யப்பட்டபோது ஆலிவர் குரோம்வெல்லின் கீழ் தேசியப் பிரமுகர்களை அடக்கம் செய்யும் பழக்கம் தொடங்கியது. 1727 ஆம் ஆண்டு ஏப்ரல் 4 ஆம் தேதி ஐசக் நியூட்டன் போன்ற தளபதிகள், அரசியல்வாதிகள், மருத்துவர்கள் மற்றும் விஞ்ஞானிகள் அடக்கம் செய்யப்பட்டனர். 1882 ஆம் ஆண்டு ஏப்ரல் 26 ஆம் தேதி சார்லஸ் டார்வின் அடக்கம் செய்யப்பட்டார். 1833 ஆம் ஆண்டு ஆகஸ்ட் 3 ஆம் தேதி ஐக்கிய இராச்சியத்தில் அடிமைத்தனத்தை ஒழிப்பதற்கான இயக்கத்திற்கு தலைமை தாங்கிய வில்லியம் வில்பர்ஃபோர்ஸ் என்பவரும் தோட்ட நிறுவனங்களும் அடக்கம் செய்யப்பட்டனர்.",ஒலிவர் குரோம்வெல் தேசிய பிரமுகர்களை பிணைக்கத் தொடங்கினார்-யாரிடமிருந்து ஆரம்பித்தார்?,ராபர்ட் பிளேக்,"Subsequently, it became one of Britain's most significant honours to be buried or commemorated in the abbey. The practice of burying national figures in the abbey began under Oliver Cromwell with the burial of Admiral Robert Blake in 1657. The practice spread to include generals, admirals, politicians, doctors and scientists such as Isaac Newton, buried on 4 April 1727, and Charles Darwin, buried 26 April 1882. Another was William Wilberforce who led the movement to abolish slavery in the United Kingdom and the Plantations, buried on 3 August 1833. Wilberforce was buried in the north transept, close to his friend, the former Prime Minister, William Pitt.[citation needed]",Oliver Cromwell began buring national figures in the abbey starting with whom?,Admiral Robert Blake,100
""""" ""கார்டினல்"" ""என்ற சொல் ஒரு சமயம் ஒரு தேவாலயத்திற்கு நிரந்தரமாக நியமிக்கப்பட்ட அல்லது நிரந்தரமாக இல்லாத, அல்லது குறிப்பாக ஒரு முக்கியமான தேவாலயத்தின் மூத்த பாதிரியாருக்கு, இலத்தீன் கார்டோ (ஹிங்கே),"" ""முதன்மை"" ""அல்லது"" ""தலைமை"" ""என்ற பொருளை அடிப்படையாகக் கொண்டது. இந்த சொல் ஒன்பதாம் நூற்றாண்டின் ஆரம்பத்தில் ரோம் மறைமாவட்டத்தின் டிடுலி (பாரிஷ்) குருக்களுக்கு பயன்படுத்தப்பட்டது. இங்கிலாந்து தேவாலயம் இந்த பட்டத்தின் தோற்றத்தை ஒரு எடுத்துக்காட்டாகக் கொண்டுள்ளது, இது செயின்ட் பால்ஸ் கதீட்ரலில் உள்ள மைனர் கத்தீட்ரலின் கல்லூரியின் இரண்டு மூத்த உறுப்பினர்களால் நிர்வகிக்கப்படுகிறது.""","ஒரு சமயம், ஒரு சர்ச்சுக்கு நிரந்தரமாக பாதிரியாக நியமிக்கப்பட்டவர் என்று குறிப்பிடப்பட்டாரா?",கார்டினல்,"The term cardinal at one time applied to any priest permanently assigned or incardinated to a church, or specifically to the senior priest of an important church, based on the Latin cardo (hinge), meaning ""principal"" or ""chief"". The term was applied in this sense as early as the ninth century to the priests of the tituli (parishes) of the diocese of Rome. The Church of England retains an instance of this origin of the title, which is held by the two senior members of the College of Minor Canons of St Paul's Cathedral.","At one time, Priest permanently were assigned to a church were referred to as?",cardinal,4
"இந்த ஆர்கன் 1937 ஆம் ஆண்டில் ஹாரிசன் & ஹாரிசன் என்பவரால் கட்டப்பட்டது, பின்னர் நான்கு கையேடுகள் மற்றும் 84 பேச்சாற்றல் நிறுத்தங்களுடன் ஆறாம் ஜார்ஜ் அரசரின் முடிசூட்டலின் போது முதல் முறையாக பயன்படுத்தப்பட்டது. 1848 ஆம் ஆண்டின் முந்தைய ஹில் ஆர்கனில் இருந்து சில குழாய் வேலைகள் மறுகுரல் கொடுத்து புதிய திட்டத்தில் இணைக்கப்பட்டன. 19 ஆம் நூற்றாண்டின் பிற்பகுதியில் ஜான் லாக்பரோ பியர்சன் வடிவமைத்த இரண்டு ஆர்கன் கேஸ்கள் மீண்டும் நிறுவப்பட்டு 1959 ஆம் ஆண்டில் வண்ணமயமாக்கப்பட்டன.",இந்த உறுப்பை உருவாக்கியது யார்?,ஹாரிசன் & ஹாரிசன்,"The organ was built by Harrison & Harrison in 1937, then with four manuals and 84 speaking stops, and was used for the first time at the coronation of King George VI. Some pipework from the previous Hill organ of 1848 was revoiced and incorporated in the new scheme. The two organ cases, designed in the late 19th century by John Loughborough Pearson, were re-instated and coloured in 1959.",Who built the organ?,Harrison & Harrison,29
1947 ஆம் ஆண்டில் போப் சக்கரியா பிரான்ஸின் ஆட்சியாளரான மூன்றாம் பிப்பினுக்கு (சுருக்கமாக) அனுப்பிய கடிதத்தில் இதற்கு முந்திய உதாரணம் காணப்படுகிறது. இதில் சக்கரியா பிரான்ஸ் நாட்டு குருமார்களிடமிருந்து தங்களை வேறுபடுத்திக் காட்ட பாரிஸ் நாட்டு குருமார்களுக்கு இந்த பட்டத்தைப் பயன்படுத்தினார். இந்த வார்த்தையின் அர்த்தம் வேகமாக பரவியது. 9 ஆம் நூற்றாண்டிலிருந்து பல்வேறு நகரங்களில் குருமார்கள் மத்தியில் கார்டினல்கள் என்று அழைக்கப்பட்ட ஒரு சிறப்பு வகுப்பு இருந்தது.,சில சர்ச் மேதைகளுக்கு என்ன பதம் கொடுக்கப்பட்டது?,கார்டினல்,"In cities other than Rome, the name cardinal began to be applied to certain church men as a mark of honour. The earliest example of this occurs in a letter sent by Pope Zacharias in 747 to Pippin III (the Short), ruler of the Franks, in which Zacharias applied the title to the priests of Paris to distinguish them from country clergy. This meaning of the word spread rapidly, and from the 9th century various episcopal cities had a special class among the clergy known as cardinals. The use of the title was reserved for the cardinals of Rome in 1567 by Pius V.",What term was given to certain church men of honor?,cardinal,398
"1563-ல் போப் பயஸ் IV தலைமையிலான செல்வாக்குள்ள சர்ச் கவுன்சில் ஆஃப் டிரென்ட், நல்ல கார்டினல்களைத் தெரிந்தெடுப்பதன் முக்கியத்துவத்தைப் பற்றி எழுதியது.",போப் நான்காம் பயஸ் எந்த ஆண்டில் கார்டினல்களைத் தெரிவு செய்வதைப் பற்றி எழுதினார்?,1563,"In the year 1563 the influential Ecumenical Council of Trent, headed by Pope Pius IV, wrote about the importance of selecting good Cardinals. According to this historic council ""nothing is more necessary to the Church of God than that the holy Roman pontiff apply that solicitude which by the duty of his office he owes the universal Church in a very special way by associating with himself as cardinals the most select persons only, and appoint to each church most eminently upright and competent shepherds; and this the more so, because our Lord Jesus Christ will require at his hands the blood of the sheep of Christ that perish through the evil government of shepherds who are negligent and forgetful of their office.""",In what year did Pope Pius IV wrote abou tthe selecting of cardinals? ,1563,0
"தேவாலயத்தின் மணிகள் 1971 ஆம் ஆண்டில் சீரமைக்கப்பட்டன. இந்த வளையம் இப்போது பத்து மணிகளால் ஆனது, 1971 ஆம் ஆண்டில் வைட்சேப்பல் பெல் பவுண்ட்ரி ஆல் மாற்றத்திற்காக தொங்கவிடப்பட்டது, மேலும் பின்வரும் குறிப்புகளுக்கு இசைவாக்கம் செய்யப்பட்டதுஃ F #, E, D, C #, B, A, G, F #, E மற்றும் D.",மணிகள் எப்போது சீரமைக்கப்பட்டன?,1971,"The bells at the abbey were overhauled in 1971. The ring is now made up of ten bells, hung for change ringing, cast in 1971, by the Whitechapel Bell Foundry, tuned to the notes: F#, E, D, C#, B, A, G, F#, E and D. The Tenor bell in D (588.5 Hz) has a weight of 30 cwt, 1 qtr, 15 lb (3403 lb or 1544 kg).",When were the bells overhauled?,1971,20
"கூடுதலாக, ராபர்ட் மாட் வார்ப்பித்த இரண்டு சேவை மணிகள் உள்ளன, அவை முறையே 1585 மற்றும் 1598 ஆம் ஆண்டுகளில், 1738 ஆம் ஆண்டில் ரிச்சர்ட் பெல்ப்ஸ் மற்றும் தாமஸ் லெஸ்டர் ஆகியோரால் சாங்டஸ் மணிகள் மற்றும் இரண்டு பயன்படுத்தப்படாத மணிகள்-ஒன்று 1320 ஆம் ஆண்டில் Rde Wymbish இன் வாரிசால் வார்ப்பிக்கப்பட்டது, மற்றும் 1742 ஆம் ஆண்டில் தாமஸ் லெஸ்டர் என்பவரால் இரண்டாவது மணிகள். இரண்டு சேவை மணிகள் மற்றும் 1320 மணி, நான்காவது சிறிய வெள்ளி ""தட்டு மணி"" ஆகியவற்றுடன், இங்கிலாந்தின் தேவாலயத்தின் தேவாலயத்தின் கட்டிட கவுன்சில் வரலாற்று முக்கியத்துவம் வாய்ந்தது என்று குறிப்பிடப்பட்டுள்ளது.",யார் இரண்டு சேவைமணிகளை வீசினார்கள்?,ராபர்ட் மாட்,"In addition there are two service bells, cast by Robert Mot, in 1585 and 1598 respectively, a Sanctus bell cast in 1738 by Richard Phelps and Thomas Lester and two unused bells—one cast about 1320, by the successor to R de Wymbish, and a second cast in 1742, by Thomas Lester. The two service bells and the 1320 bell, along with a fourth small silver ""dish bell"", kept in the refectory, have been noted as being of historical importance by the Church Buildings Council of the Church of England.",Who cast the two service bells?,Robert Mot,10
இந்த சாப்டர் ஹவுஸ் ஹென்றி III இன் கீழ் உள்ள கிழக்கு பகுதிகளுடன் இணைந்து 1245 முதல் 1253 வரை கட்டப்பட்டது. இது 1872 ஆம் ஆண்டில் சர் ஜார்ஜ் கில்பர்ட் ஸ்காட்டால் புதுப்பிக்கப்பட்டது. நுழைவாயிலை கிழக்கு குளோஸ்டர் நடைப்பயணத்திலிருந்து அணுகப்படுகிறது மற்றும் மேலே ஒரு பெரிய டிம்பனத்துடன் இரட்டை கதவு உள்ளது.,"எவருடைய ஆட்சியின்கீழ் அந்த ""வீடு"" கட்டப்பட்டது?",ஹென்றி III,"The chapter house was built concurrently with the east parts of the abbey under Henry III, between about 1245 and 1253. It was restored by Sir George Gilbert Scott in 1872. The entrance is approached from the east cloister walk and includes a double doorway with a large tympanum above.",Under whom was the chapter house built?,Henry III,19
இந்த அத்தியாய இல்லத்தில் அசல் 13 ஆம் நூற்றாண்டின் நடுப்பகுதியில் ஓட்டு நடைபாதை உள்ளது. தோரணைக்கு உள்ளே ஒரு கதவு 1050 ஆம் ஆண்டிலிருந்து இங்கிலாந்தில் பழமையானது என்று நம்பப்படுகிறது. வெளிப்புறத்தில் 14 ஆம் நூற்றாண்டில் சேர்க்கப்பட்ட பறக்கும் பட்டன்கள் மற்றும் ஸ்காட்டால் வடிவமைக்கப்பட்ட இரும்பு சட்டகத்தில் ஈய கூடாரம்-விளக்கு கூரை ஆகியவை அடங்கும். அத்தியாய வீடு முதலில் 13 ஆம் நூற்றாண்டில் பெனிடிக்டைன் துறவிகளால் தினசரி கூட்டங்களுக்கு பயன்படுத்தப்பட்டது. பின்னர் இது மன்னரின் பெரிய கவுன்சில் மற்றும் பாராளுமன்றத்தின் முன்னோடிகள் ஆகியோரின் சந்திப்பு இடமாக மாறியது.,அத்தியாய வீட்டில் எப்படிப்பட்ட ஓடுபாதை உள்ளது?,13 ஆம் நூற்றாண்டின் நடுப்பகுதி,"The chapter house has an original mid-13th-century tiled pavement. A door within the vestibule dates from around 1050 and is believed to be the oldest in England.[citation needed] The exterior includes flying buttresses added in the 14th century and a leaded tent-lantern roof on an iron frame designed by Scott. The Chapter house was originally used in the 13th century by Benedictine monks for daily meetings. It later became a meeting place of the King's Great Council and the Commons, predecessors of Parliament.",What kind of tiled pavement is in the chapter house?,mid-13th-century,30
"1630-ல், போப் அர்பன் VIII தங்கள் பட்டத்தை ""சிறந்தவர்"" (முன்பு, இது ""சிம்பிளிரிசிமோ"" மற்றும் ""ரெவரென்டிசிமோ"" என்று இருந்தது) என்று கட்டளையிட்டார், மேலும் அவர்களின் மதச்சார்பற்ற பதவி இளவரசருக்கு சமமாக இருக்கும் என்றும், அவர்களை போப்புக்கு அடுத்தபடியாகவும் அரசர்களின் முடிசூட்டப்பட்டவர்களாகவும் ஆக்கினார்.","""சிறப்பு"" என்ற பட்டப்பெயர் அந்த வருடத்தில்தானா?",1630,"In 1630, Pope Urban VIII decreed their title to be Eminence (previously, it had been ""illustrissimo"" and ""reverendissimo"")  and decreed that their secular rank would equate to Prince, making them secondary only to the Pope and crowned monarchs.",In was year was the title decreed Eminence?,1630,0
"வெஸ்ட்மின்ஸ்டர் அபே அருங்காட்சியகம் 11 ஆம் நூற்றாண்டில் வெஸ்ட்மின்ஸ்டர் அபேயில் உள்ள முன்னாள் துறவிகளின் தங்குமிடத்தின் கீழ் கட்டப்பட்ட நிலத்தடியில் அமைந்துள்ளது. இது மடத்தின் பழமையான பகுதிகளில் ஒன்றாகும், இது 1065 ஆம் ஆண்டில் எட்வர்ட் தி கன்ஃபெசர் என்பவரால் தேவாலயம் நிறுவப்பட்டது. இந்த இடம் 1908 முதல் அருங்காட்சியகமாக பயன்படுத்தப்பட்டு வருகிறது.",துறவிகளின் தங்கும் விடுதிக்கு அடியில் உள்ள மேடைகளில் என்ன உள்ளது?,வெஸ்ட்மின்ஸ்டர் அபே அருங்காட்சியகம்,"The Westminster Abbey Museum is located in the 11th-century vaulted undercroft beneath the former monks' dormitory in Westminster Abbey. This is one of the oldest areas of the abbey, dating back almost to the foundation of the church by Edward the Confessor in 1065. This space has been used as a museum since 1908.",What is located in the vaulted undercroft beneath the monks' dormitory?,The Westminster Abbey Museum,0
"கார்டினல் பிஷப்புகள் (கார்டினல் பிஷப்புகள்) கத்தோலிக்க சர்ச்சின் மிக மூத்த பிரபுக்களில் ஒருவராக இருக்கின்றனர். நவீன காலங்களில் பெரும்பாலான கார்டினல்கள் பிஷப்புகளாகவும் இருந்தாலும், கார்டினல் பிஷப் என்ற பதம் ஒரு புறநகர் பகுதியின் பெயரளவிலான பிஷப்புகளைக் குறிக்கிறது.",கத்தோலிக்க சர்ச்சின் மிக மூத்த அங்கத்தினர்களில் யார்?,கார்டினல் பிஷப்புகள்,"Cardinal bishops (cardinals of the episcopal order) are among the most senior prelates of the Catholic Church. Though in modern times most cardinals are also bishops, the term ""cardinal bishop"" only refers to the cardinals who are titular bishops of one of the ""suburbicarian"" sees.",Who are among the most senior members of the Catholic Church?,Cardinal bishops,0
"1962 முதற்கொண்டு, கார்டினல் பிஷப்புகள் புறநகர் பகுதியின் பார்வையாளர்களுடன் ஒரு பெயரளவிலான உறவை மட்டுமே கொண்டிருக்கின்றனர், அவற்றின்மீது ஆளுகை செய்யும் அதிகாரங்கள் இல்லை.",எப்பொழுது முதற்கொண்டு கார்டினல் பிஷப்புகளுக்கு ஆளுநரின் அதிகாரங்கள் எதுவும் இல்லை?,1962,"Since 1962, the cardinal bishops have only a titular relationship with the suburbicarian sees, with no powers of governance over them. Each see has its own bishop, with the exception of Ostia, in which the Cardinal Vicar of the see of Rome is apostolic administrator.",Cardinal bishops do not have any powers of governnace over the suburibicarian see since when?,1962,0
அரசியல் ஊழல் (Political corruption) என்பது அரசாங்க அதிகாரிகளால் சட்டவிரோதமான தனிப்பட்ட ஆதாயத்திற்காக அதிகாரங்களைப் பயன்படுத்துவது ஆகும்.,அரசாங்க அதிகாரிகள் தங்கள் அதிகாரத்தை தனிப்பட்ட ஆதாயத்திற்காக பயன்படுத்தும்போது அது என்ன அழைக்கப்படுகிறது?,அரசியல் ஊழல்,"Political corruption is the use of powers by government officials for illegitimate private gain. An illegal act by an officeholder constitutes political corruption only if the act is directly related to their official duties, is done under color of law or involves trading in influence.",What is it called when government officials use their power for private gain?,Political corruption,0
"திருச்சபைச் சட்டத்தில் கார்டினல்களுக்கு ஒரு ""மன்றத்தின் சிறப்புரிமை"" இருக்கிறது (அதாவது, சாதாரண தரத்தின் திருச்சபை தீர்ப்பாயங்களால் தீர்ப்பு செய்யப்படுவதிலிருந்து விலக்களிக்கப்படுவது). திருச்சபை அதிகார வரம்பிற்குட்பட்ட விஷயங்களில் அவர்களை நியாயந்தீர்க்க போப்புக்கு மட்டுமே அதிகாரம் உள்ளது (ஆன்மீக அல்லது ஆன்மீக விஷயங்களைக் குறிக்கும் வழக்குகள், அல்லது திருச்சபைச் சட்டங்களை மீறுவது மற்றும் பாவத்தின் ஒரு அம்சத்தைக் கொண்டிருக்கும் வழக்குகள், குற்றத்தன்மை தீர்மானிக்கப்பட வேண்டும் மற்றும் பொருத்தமான திருச்சபை தண்டனையை திணிக்க வேண்டும்). போப் வழக்கை தானே தீர்மானிக்கிறார் அல்லது தீர்ப்பாயத்திற்கு தீர்மானத்தை பிரதிநிதித்துவம் செய்கிறார், பொதுவாக ரோமன் குரியாவின் தீர்ப்பாயங்களில் ஒன்று. அத்தகைய பிரதிநிதித்துவம் இல்லாமல், திருச்சபை நீதிமன்றம், ரோட்டா கூட, கார்டினல்களுக்கு எதிரான ஒரு வழக்கில் நீதிபதியாக செயல்பட தகுதியுடையவர் அல்ல.",சர்ச்சின் சட்டங்கள் சம்பந்தமாக ஒரு கார்டினலை நியாயந்தீர்க்க முடிகிற ஒரே நபர் யார்?,போப்,"Cardinals have in canon law a ""privilege of forum"" (i.e., exemption from being judged by ecclesiastical tribunals of ordinary rank): only the pope is competent to judge them in matters subject to ecclesiastical jurisdiction (cases that refer to matters that are spiritual or linked with the spiritual, or with regard to infringement of ecclesiastical laws and whatever contains an element of sin, where culpability must be determined and the appropriate ecclesiastical penalty imposed). The pope either decides the case himself or delegates the decision to a tribunal, usually one of the tribunals or congregations of the Roman Curia. Without such delegation, no ecclesiastical court, even the Roman Rota, is competent to judge a canon law case against a cardinal. Cardinals are, however, subject to the civil and criminal law like everybody else.",Who is the only person who can judge a Cardinal in regards to laws of the church?,the pope,254
"""சட்டவிரோத ஊழலை உருவாக்கும் நடவடிக்கைகள் நாடு அல்லது அதிகார வரம்பைப் பொறுத்து வேறுபடுகின்றன. எடுத்துக்காட்டாக, ஒரு இடத்தில் சட்டப்பூர்வமாக இருக்கும் சில அரசியல் நிதி நடைமுறைகள் மற்றொரு இடத்தில் சட்டவிரோதமாக இருக்கலாம். சில சந்தர்ப்பங்களில், அரசாங்க அதிகாரிகள் பரந்த அல்லது வரையறுக்கப்படாத அதிகாரங்களைக் கொண்டுள்ளனர், இது சட்ட மற்றும் சட்ட விரோத நடவடிக்கைகளை வேறுபடுத்துவதைக் கடினமாக்குகிறது. உலகளாவிய அளவில், இலஞ்சம் மட்டுமே ஆண்டுதோறும் 1 டிரில்லியன் அமெரிக்க டாலர்களுக்கு மேல் தொடர்புடையதாக மதிப்பிடப்படுகிறது. ஒரு கட்டுப்பாடற்ற அரசியல் ஊழல் நிலை"" ""திருடர்கள் ஆட்சி"" ""என்று பொருள்படும்.""","உலகெங்கிலும் ஒவ்வொரு ஆண்டும், எந்த குற்றத்திற்கு ஒரு டிரில்லியன் அமெரிக்க டாலர்களுக்கு மேல் செலவாகிறது?",லஞ்சம்,"The activities that constitute illegal corruption differ depending on the country or jurisdiction. For instance, some political funding practices that are legal in one place may be illegal in another. In some cases, government officials have broad or ill-defined powers, which make it difficult to distinguish between legal and illegal actions. Worldwide, bribery alone is estimated to involve over 1 trillion US dollars annually. A state of unrestrained political corruption is known as a kleptocracy, literally meaning ""rule by thieves"".","Which crime costs over one trillion U.S. dollars every year, world-wide?",bribery,410
"சில வகையான ஊழல்கள்-- இப்போது ""நிறுவன ஊழல்"" என்று அழைக்கப்படுபவை-- இலஞ்சம் மற்றும் பிற வகையான வெளிப்படையான தனிப்பட்ட ஆதாயங்களிலிருந்து வேறுபடுகின்றன.",ஊழலின் சில வகைகள் யாவை?,நிறுவன ஊழல்,"Some forms of corruption – now called ""institutional corruption"" – are distinguished from bribery and other kinds of obvious personal gain. A similar problem of corruption arises in any institution that depends on financial support from people who have interests that may conflict with the primary purpose of the institution.",What are some forms of corruption now  called?,institutional corruption,30
